d_arcsec,_RAJ2000,_DEJ2000,Star,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,Mass,logL,e_logL,VMAG,Pl_,SimbadName,_RA,_DE,_RAJ2000_2,_DEJ2000_2,recno,catID,vsini,w_vsini,o_vsini,n_vsini,Simbad,_RA_2,_DE_2,starname
0.007805,354.9057794,-72.722155,b'HD 222237',4780,64,4.369999885559082,0.14000000059604645,-0.3799999952316284,0.03999999910593033,0.4790000021457672,0.2160000056028366,0.006000000052154064,6.809999942779541,no,b'HD 222237',354.90578,-72.72215,354.9057867,-72.722155,26089,b'HD 222237',2.700000047683716,3.0,1,,b'Simbad',354.90579,-72.72215,HD222237
0.019499,354.9637806,-32.7434061,b'HD 222335',5271,34,4.489999771118164,0.05000000074505806,-0.20000000298023224,0.019999999552965164,0.765999972820282,0.4390000104904175,0.014000000432133675,5.820000171661377,no,b'HD 222335',354.96378,-32.74341,354.9637742,-32.7434067,26096,b'HD 222335',0.8999999761581421,3.0,1,,b'Simbad',354.96377,-32.74341,HD222335
0.010223,355.1577206,-18.9888964,b'HD 222422',5475,18,4.460000038146973,0.029999999329447746,-0.11999999731779099,0.009999999776482582,0.8659999966621399,0.5619999766349792,0.023000000044703484,5.5,no,b'HD 222422',355.15772,-18.9889,355.1577211,-18.9888936,26113,b'HD 222422',5.0,7.0,3,,b'Simbad',355.15772,-18.98889,HD222422
0.008573,355.4647081,-5.9857572,b'HD 222582',5779,16,4.369999885559082,0.029999999329447746,-0.009999999776482582,0.009999999776482582,0.9679999947547913,1.2450000047683716,0.03999999910593033,4.570000171661377,yes,b'HD 222582',355.46471,-5.98576,355.4647094,-5.9857592,26130,b'HD 222582 A',1.7999999523162842,3.0,1,,b'Simbad',355.46471,-5.98576,HD222582
0.002213,355.5527531,-53.4233153,b'HD 222595',5648,16,4.460000038146973,0.029999999329447746,0.009999999776482582,0.009999999776482582,1.0460000038146973,0.6520000100135803,0.029999999329447746,5.289999961853027,no,b'HD 222595',355.55275,-53.42332,355.5527525,-53.4233158,26137,b'HD 222595',2.700000047683716,3.0,1,,b'Simbad',355.55275,-53.42332,HD222595
0.011443,355.9889919,-82.5085011,b'HD 222669',5894,17,4.460000038146973,0.019999999552965164,0.05000000074505806,0.009999999776482582,1.0570000410079956,1.097000002861023,0.02199999988079071,4.690000057220459,no,b'HD 222669',355.98899,-82.5085,355.9890125,-82.5085028,26156,b'HD 222669',3.5999999046325684,3.0,1,,b'Simbad',355.98901,-82.5085,HD222669
0.005124,356.7324844,-31.9818108,b'HD 223121',5077,81,4.340000152587891,0.1599999964237213,0.05000000074505806,0.03999999910593033,0.8830000162124634,0.30300000309944153,0.052000001072883606,6.289999961853027,no,b'HD 223121',356.73248,-31.98181,356.7324831,-31.9818117,26196,b'HD 223121',2.700000047683716,3.0,1,,b'Simbad',356.73248,-31.98181,HD223121
0.01117,356.8367789,-48.2755861,b'HD 223171',5841,18,4.199999809265137,0.019999999552965164,0.11999999731779099,0.009999999776482582,1.190999984741211,2.4749999046325684,0.027000000700354576,3.809999942779541,no,b'HD 223171',356.83678,-48.27559,356.8367828,-48.2755844,26205,b'HD 223171',2.700000047683716,3.0,1,,b'Simbad',356.83678,-48.27558,HD223171
0.015441,357.0888544,-27.8974892,b'HD 223282',5328,19,4.489999771118164,0.029999999329447746,-0.4099999964237213,0.009999999776482582,0.6980000138282776,0.47200000286102295,0.04899999871850014,5.730000019073486,no,b'HD 223282',357.08885,-27.89749,357.0888575,-27.8974925,26220,b'HD 223282',4.5,3.0,1,,b'Simbad',357.08886,-27.89749,HD223282
0.001167,359.39769,-65.7755603,b'HD 224393',5774,17,4.539999961853027,0.03999999910593033,-0.3799999952316284,0.009999999776482582,0.8949999809265137,0.6859999895095825,0.02800000086426735,5.21999979019165,no,b'HD 224393',359.39769,-65.77556,359.3976897,-65.77556,26359,b'HD 224393 A',2.700000047683716,3.0,1,,b'Simbad',359.39769,-65.77556,HD224393
0.00803,0.1679989,-69.675965,b'HD 224789',5185,38,4.440000057220459,0.07000000029802322,-0.029999999329447746,0.019999999552965164,0.7829999923706055,0.41200000047683716,0.019999999552965164,5.920000076293945,no,b'HD 224789',0.168,-69.67596,0.1680039,-69.6759636,11,b'HD 224789',1.7999999523162842,3.0,1,,b'Simbad',0.168,-69.67596,HD224789
